year	month	res.price	res.sales.adj	com.price	com.sales.adj	EMXP	MXSD	TPCP	TSNW	EMXT	EMNT	MMXT	MMNT	MNTM	DT90	DX32	DT00	DT32	DP01	DP05	DP10	MDPT	VISIB	WDSP	MWSPD	GUST	HTDD	CLDD	LABOR	EMP	UNEMP	UNEMPRATE	PCINCOME	GSP
1998	12	7.98	7286.1	6.34	6443.45	1.82	0	4.253	0	81.82	30.5	73.04	52.37	62.7	0	0	0	2.75	5.69	3.19	1.31	57.79	8.21	6.09	11.31	18.51	172.09	47.56	7602838	7293164	309674	4.1	33837.24	567440
1999	1	7.9	8085.53	6.51	5932.2	0.53	0	1.016	0	82.66	38.48	74.54	53.25	63.88	0	0	0	1.07	2.47	0.67	0.07	53.32	8.6	6.79	12.56	19.55	255.01	22.62	7610342	7302989	307353	4	34397.8	592557
1999	2	8.1	6594.1	6.61	5540.09	0.81	0	1.406	0	83.73	40.1	75.96	52.52	64.26	0	0	0	0.41	2.29	1.06	0.47	51.85	8.48	6.52	12.45	18.87	206.71	13.68	7616221	7310682	305539	4	34397.8	592557
1999	3	8.1	6517.18	6.61	5418.7	0.77	0	1.282	0	92.51	47.73	83.89	63.3	73.61	5.41	0	0	0.06	2.71	0.82	0.29	50.5	8.72	7.15	13.33	19.28	190.78	14.67	7623032	7319047	303985	4	34397.8	592557
1999	4	7.8	7142.07	6.41	5972.37	1.52	0	3.783	0	91.79	52.12	85.6	65.82	75.71	4.94	0	0	0	5.41	2.59	0.88	61	8.16	6.95	13.11	19.33	37.87	133.65	7631711	7329359	302352	4	34397.8	592557
1999	5	7.7	7878.5	6.21	6380.17	2.65	0	10.116	0	92.42	67.83	87.21	72.17	79.67	6.06	0	0	0	13.24	6.35	2.94	63.55	8.58	6.54	13.23	20.27	16.42	179.71	7641236	7340879	300357	3.9	34397.8	592557
1999	6	7.6	9203.49	6.11	6733.41	1.58	0	5.166	0	96.82	70	90.72	74.6	82.66	20.29	0	0	0	8.71	3.24	1.47	70.22	8.42	5.8	12.78	20.69	0	270.96	7651115	7352825	298290	3.9	34397.8	592557
1999	7	7.6	10024.01	6.01	7010.5	1.76	0	7.506	0	97.23	70.77	91.55	75.1	83.31	23.24	0	0	0	10.65	5.53	2.65	71.92	8.48	5.4	11.93	20.04	0	377.14	7660408	7363877	296531	3.9	34397.8	592557
1999	8	7.6	11557.22	6.01	7452.86	2.19	0	7.394	0	94.53	63.65	88.02	71.96	80.01	12.76	0	0	0	10	4.53	2.35	73.24	8.32	5.31	12.65	20.91	0	386.58	7669576	7374638	294938	3.8	34397.8	592557
1999	9	7.6	10893.51	6.01	7359.55	2.92	0	7.322	0	88.73	46.77	82.89	67	74.95	1.24	0	0.058823529	0.12	6.82	3.29	1.94	68.99	8.34	6.37	12.5	20.33	1.52	280.53	7680799	7387645	293154	3.8	34397.8	592557
1999	10	7.6	9262.42	6.11	6758.95	1.24	0	2.036	0	82.75	45.51	77.34	58.18	67.77	0	0	0	0.18	3.35	1.29	0.41	64.91	8.6	7.55	12.97	20.21	38.86	166.81	7696165	7405074	291091	3.8	34397.8	592557
1999	11	7.8	7303.19	6.21	6201.31	0.89	0	2.008	0	83.3	34.88	71.32	51.81	61.55	0.06	0	0	2.12	3.88	1.18	0.47	56.62	8.6	6.96	12.27	19.46	125.21	36.72	7717460	7428658	288802	3.7	34397.8	592557
1999	12	7.7	7122.43	6.11	6149.92	0.72	0	1.748	0	81.49	31.18	70.84	50.29	60.58	0	0	0	2.47	3.82	1.29	0.18	51.5	8.68	6.05	11.32	18.24	289.7	15.28	7742910	7456430	286480	3.7	34397.8	592557
2000	1	7.55	7808.14	6.13	5685.9	0.56	NA	0.856	0	82.85	34.7	73.28	51.11	62.2	0	0	0	1.63	2.06	0.63	0.06	49.67	8.37	6.91	12.78	20.02	314.98	9.25	7768931	7483907	285024	3.7	35603.1	616483
2000	2	7.56	8052.1	6.22	5537.52	1.2	NA	2.654	0	88.32	47.1	79.92	58.97	69.45	0.41	0	0	0.12	3.94	1.47	0.65	50.6	8.47	6.54	12.08	18.51	242.75	11.29	7791292	7506328	284964	3.7	35603.1	616483
2000	3	7.71	6485.75	6.15	5694.16	1.11	0	1.952	0	88.24	44.94	80.72	58.92	69.82	0.59	0	0	0	2.94	1.35	0.65	57.51	8.55	7.27	13.4	19.66	81.32	45.08	7808836	7522412	286424	3.7	35603.1	616483
2000	4	7.7	6572.14	6.15	5885.69	0.51	0	0.896	0	95.8	58.18	88.05	68.1	78.06	11.29	0	0	0	1.76	0.59	0.24	56.61	8.64	7.76	14.04	20.31	69.62	63.1	7822574	7533265	289309	3.7	35603.1	616483
2000	5	7.65	7474.2	6.15	6256.95	1.72	0	5.406	0	96.06	65.73	90.06	72.13	81.12	16.06	0	0	0	9	3.88	1.24	64.59	8.8	7.26	13.06	18.44	1.62	242.95	7834472	7541773	292699	3.7	35603.1	616483
2000	6	7.57	9914.88	5.98	7037.99	2.04	0	6.31	0	97.21	69.19	91.56	74.17	82.86	21.12	0	0	0	8.29	3.82	2.18	69.44	8.72	6.55	13.7	20.46	0.28	307.5	7845741	7550349	295392	3.8	35603.1	616483
2000	7	7.89	10658.98	6.32	7276.82	1.63	0	5.87	0	95.75	69.29	91.08	73.96	82.52	23.29	0	0	0	9.82	3.94	1.76	71.76	8.19	5.89	13.66	22.54	0	364.62	7858035	7561683	296352	3.8	35603.1	616483
2000	8	7.91	10622.87	6.35	7302.43	2.77	0	8.686	0	92.78	65.84	87.95	73.09	80.5	11.65	0	0	0	9.76	5.59	2.94	71.68	8.46	5.57	12.45	21.1	0	358.68	7873862	7578167	295695	3.8	35603.1	616483
2000	9	7.9	10375.23	6.3	7280	1.95	0	3.3	0	90.7	50.77	82.6	62.77	72.69	1.53	0	0	0.06	2.88	1.29	0.65	71.33	8.62	6.3	12.38	20.3	1.87	298.26	7893675	7599576	294099	3.7	35603.1	616483
2000	10	7.95	8598.06	6.42	6653.91	1.28	0	2.271	0	85.8	37.34	75.88	55.32	65.6	0.24	0	0	0.82	3.35	1.18	0.53	60.77	8.29	6.99	12.42	19.67	41.57	111.62	7917898	7624969	292929	3.7	35603.1	616483
2000	11	8	6938.38	6.44	6165.88	1.29	0	2.296	0	83.17	26.89	69.13	48.86	58.98	0	0	0	5	2.88	0.94	0.41	54.95	8.46	6.34	11.61	18.61	182.14	44.48	7945609	7651367	294242	3.7	35603.1	616483
2000	12	7.79	8082.93	6.41	6132.76	0.53	0	1.071	0	81.16	29.58	67.03	44.04	55.52	0	0	0	6	2.71	0.59	0.06	48.85	8.44	7.37	12.83	19.99	375.93	19.8	7974373	7675100	299273	3.8	35603.1	616483
2001	1	8.14	10479.22	6.84	6022.68	0.41	0	0.698	0	86.13	38.65	76.29	57	66.63	0.18	0	0	0.35	1.94	0.24	0.12	43.93	8.54	6.64	12.22	19.2	475.25	4.76	8001068	7693610	307458	3.8	36080.93	633726
2001	2	8.29	7907.82	7.03	5588.28	2.74	0	6.867	0	86.72	41.12	75.66	56.35	66.01	0.53	0	0	0.12	7.41	4.12	2.06	56.74	7.84	6.62	12.04	18.19	146.94	33.74	8022720	7705646	317074	4	36080.93	633726
2001	3	8.51	6807.83	7.06	5683.26	0.59	0	0.934	0	89.34	45.83	81.55	61.05	71.28	1.41	0	0	0	1.94	0.71	0.24	53.9	8.34	8.1	14.49	21.23	187.58	42.9	8036961	7710633	326328	4.1	36080.93	633726
2001	4	8.84	6933.6	7.44	5851.64	1.25	0	3.081	0	92.5	57.81	85.72	65.48	75.61	6.59	0	0	0	4.06	2	0.94	58.34	8.8	7.64	13.36	19.4	48.41	89.32	8043380	7709563	333817	4.2	36080.93	633726
2001	5	8.93	7010.05	7.42	6105.23	2.37	0	8.403	0	94.34	66.41	89.19	72.01	80.6	14.35	0	0	0	11.53	5.65	2.71	63.02	8.57	7.57	13.34	19.6	2.11	176.96	8046042	7706008	340034	4.2	36080.93	633726
2001	6	8.2	9195.43	6.54	6946.28	2.35	0	9.096	0	94.33	69.64	89.54	74.04	81.78	16.29	0	0	0	12.12	5.76	2.88	70.19	8.56	6.42	13.46	21.86	0	303.89	8049161	7702393	346768	4.3	36080.93	633726
2001	7	8.76	10136.66	7.11	7253.62	2.31	0	6.226	0	94.28	68.91	90.19	74.15	82.18	20.24	0	0	0	7.59	3.76	1.94	72.28	8.63	6.47	13.04	21.08	0	340.52	8056336	7700150	356186	4.4	36080.93	633726
2001	8	8.77	10291.36	7.22	7192.82	4.05	0	13.245	0	92.69	61.23	86.04	70.96	78.5	7.59	0	0	0	11.41	6.82	3.82	72.36	8.64	5.87	11.67	20.3	0	355.33	8066516	7697270	369246	4.6	36080.93	633726
2001	9	8.82	10539.78	7.25	7336.77	1.58	0	4.407	0	89.3	48.81	82.07	65.2	73.64	1.41	0	0	0	5.35	2.65	1.41	69.18	8.77	6.35	12.15	20.97	6.29	236.73	8078202	7693409	384793	4.8	36080.93	633726
2001	10	8.7	8065.38	7.13	6526.95	1.06	0	1.811	0	84.06	50.37	78.63	60.2	69.39	0	0	0	0	2.65	1.12	0.53	61.74	9.16	8.03	13.29	20.22	58.89	147.17	8046618	7579285	467333	5.8	36080.93	633726
2001	11	8.7	7044.49	7.05	6170.08	0.81	0	1.654	0	83.1	37.18	74.9	57.14	66.02	0	0	0	1.29	3.29	0.82	0.29	59.12	8.65	7.26	12.07	19.18	78.26	44.17	8056051	7576796	479255	5.9	36080.93	633726
2001	12	8.58	7172.04	6.94	6232.41	1.06	0	2.522	0	83.11	30.59	71.23	51.56	61.4	0	0	0	2.76	4.53	1.82	0.47	56.25	8.79	6.5	11.15	18.33	192.56	47.8	8063623	7577994	485629	6	36080.93	633726
2002	1	8.38	8615.63	6.96	5917.34	1.6	0	3.174	0	82.39	33.49	71.5	51.09	61.28	0	0	0	0.94	4.06	2.24	0.82	52.67	8.23	6.6	11.69	19.06	310.41	24.75	8070320	7584197	486123	6	36136.86	658732
2002	2	8.57	6895.21	7.1	5587.85	1.18	0	2.314	0	87.04	36.07	78.74	57.54	68.15	0.35	0	0	1	3.29	1.47	0.53	49.49	8.74	7.47	13.48	19.03	266.3	11.37	8076773	7594728	482045	6	36136.86	658732
2002	3	8.53	6832.63	7.14	5466.7	1.39	0	2.203	0	90.44	54.92	83.97	65.56	74.77	3.06	0	0	0	3.41	1.06	0.59	56.96	8.77	8.37	14.65	19.55	131.43	67.56	8083376	7607637	475739	5.9	36136.86	658732
2002	4	8.44	6958.75	6.9	5941.45	1.52	0	3.165	0	93.89	59.33	87.36	68.23	77.78	10.06	0	0	0	3.88	2.06	0.94	63.17	8.76	7.4	13.46	18.87	15.12	147.12	8092446	7623268	469178	5.8	36136.86	658732
2002	5	8.1	8275.56	6.59	6549.12	2.33	0	10.313	0	95.69	67.54	87.96	72.39	80.14	9.94	0	0	0	12.59	6.76	3.53	65.24	9	8.59	14.82	19.59	8.25	239.91	8104677	7641177	463500	5.7	36136.86	658732
2002	6	7.61	8976.44	6	6754.25	1.87	0	8.107	0	96.11	69.67	89.91	73.94	81.9	17.65	0	0	0	12.59	6.12	2.41	71.05	8.78	6.4	13.42	20.28	0	281.57	8119064	7660715	458349	5.6	36136.86	658732
2002	7	8.07	9632.27	6.44	7057.86	1.93	0	8.165	0	94.45	67.78	89.88	73.74	81.81	17.59	0	0	0	12.06	5.59	2.71	72.75	8.73	5.19	12.39	20.16	0	349	8133037	7679431	453606	5.6	36136.86	658732
2002	8	8.09	10462.94	6.51	7182.14	2.21	0	7.231	0	93.4	69.2	89.2	74.51	81.85	13.88	0	0	0	10.29	4.35	2.18	72.25	8.99	5.6	12.4	19.65	0	340.44	8144483	7695145	449338	5.5	36136.86	658732
2002	9	8.09	10201.8	6.5	7211.89	1.13	0	2.908	0	91.66	57.64	85.91	69.76	77.83	5.44	0	0	0	5.25	2.06	0.69	73.14	8.95	6.84	12.83	19.4	0	334.14	8152587	7706489	446098	5.5	36136.86	658732
2002	10	8.14	9235.98	6.58	6865.37	1.66	0	3.073	0	88.44	38.85	76.03	55.57	65.78	0.63	0	0	0.69	4.25	1.88	1	68.62	8.73	5.66	10.95	16.67	13.31	234.89	8156106	7712234	443872	5.4	36136.86	658732
2002	11	8.21	7833.48	6.61	6418	2.53	0	7.538	0	80.99	37.75	70.24	50.26	60.26	0	0	0	1.56	7.56	4.31	2.63	55.11	9.05	6.46	11.83	18.05	197.45	52.96	8157225	7715098	442127	5.4	36136.86	658732
2002	12	7.92	7662.98	6.61	5958.05	0.56	0	0.813	0	77.81	27.37	66.02	43.27	54.65	0	0	0	5	1.25	0.38	0.25	50.56	8.8	6.82	12.37	18.67	334.41	20.33	8158210	7717879	440331	5.4	36136.86	658732
2003	1	8.09	8855.47	6.82	5743.23	1.05	0	3.303	0	83.29	41.01	73.47	52.95	63.21	0	0	0	0.24	5.18	2.53	0.82	42.34	9.21	6.96	12.55	18.45	490.06	2.62	8162164	7723128	439036	5.4	36458.15	686575
2003	2	7.99	8370.91	6.86	5550.37	2.05	0	6.306	0	88.18	45.06	80.07	62.6	71.35	2.24	0	0	0	8	4	2.12	53.73	8.55	6.81	12.64	18.48	227.18	22.89	8170535	7732013	438522	5.4	36458.15	686575
2003	3	8.21	7073.85	6.91	5824.63	1.55	0	2.957	0	88.01	43.73	80.57	61.09	70.85	0.29	0	0	0.12	3.41	2	1.29	62.19	8.01	6.58	12.89	19.4	79.82	98.8	8181643	7742819	438824	5.4	36458.15	686575
2003	4	8.87	6838.94	7.04	5877.8	2.13	0	5.149	0	92.27	63.94	87.69	70.4	79.06	9	0	0	0	5.76	3.06	1.53	59.68	8.89	6.99	12.89	18.54	62.76	85.47	8191778	7751755	440023	5.4	36458.15	686575
2003	5	8.56	7802.79	7.16	6344.29	2.35	0	10.058	0	92.46	64.76	88.12	73.11	80.62	9.41	0	na	0.06	13.24	6.76	3.47	68.35	8.83	6.47	12.28	18.03	0.03	273.6	8198409	7756964	441445	5.4	36458.15	686575
2003	6	8.51	9088.8	7.04	6860.54	1.92	0	6.367	0	93.91	70.13	89.7	74.3	82	17.12	0	0	0	11.12	3.76	1.59	71.6	8.66	6.06	12.87	20.08	0	304.72	8203293	7761567	441726	5.4	36458.15	686575
2003	7	8.49	10067.79	6.91	7190.53	1.94	0	9.427	0	93.04	70.95	89.04	74.18	81.62	12.94	0	0	0	14.18	6.71	3	72.58	8.95	5.5	12.62	20.22	0	347.8	8208618	7769611	439007	5.3	36458.15	686575
2003	8	8.72	10072.22	7.23	7198.36	2.27	0	7.654	0	92.23	66.24	87.76	72.29	80.03	8.88	0	0	0	9.76	4.71	2.18	73.22	8.89	5.46	12.89	20.5	0	334.35	8216447	7783875	432572	5.3	36458.15	686575
2003	9	8.74	9981.04	7.25	7226.62	1.34	0	2.831	0	89.21	57.17	83.83	67.03	75.4	1.94	0	0	0	4.12	2.18	0.71	70.59	8.73	5.95	11.99	18.68	1.56	279.79	8228756	7805597	423159	5.1	36458.15	686575
2003	10	8.88	8366.38	7.46	6632.82	1.68	0	3.386	0	86.84	41.67	79.64	61.1	70.46	0.12	0.058823529	0	0.41	4.53	1.82	0.76	65.47	8.72	6.19	11.51	17.28	17.23	174.09	8246850	7833662	413188	5	36458.15	686575
2003	11	8.98	7304.12	7.44	6306.29	1.22	0	2.106	0	79.48	34.24	69.38	47.68	58.51	0	0	0	2.24	3.12	1.41	0.59	60.25	8.96	7.35	12.96	19.64	95.43	97.81	8270027	7864890	405137	4.9	36458.15	686575
2003	12	8.65	7761.34	7.42	6154.55	1.17	0	2.418	0	81.34	34.94	69.94	48.01	58.96	0	0	0	3.06	4	1.88	0.76	48.33	9.11	6.92	12.69	18.89	355.16	8.11	8295503	7895349	400154	4.8	36458.15	686575
2004	1	8.8	8617.01	7.57	5837.22	2	0	4.865	0	82.7	36.45	71.01	52.4	61.69	0	0	0	0.59	5.59	2.82	2.06	48.39	8.65	6.44	11.89	18.22	364.24	9.19	8320202	7922139	398063	4.8	37950.05	725025
2004	2	8.84	7636.88	7.73	5534.39	0.84	0	1.154	0	85.18	43.82	77.56	56.98	67.27	0	0	0	0.24	1.76	0.76	0.35	52.01	8.23	7.48	13.19	19.29	278.55	19.93	8343056	7945130	397926	4.8	37950.05	725025
2004	3	8.94	6950.61	7.67	5762.96	1.13	0	2.321	0	87.88	46.82	79.88	58.58	69.23	0.29	0	0	0	3.76	1.76	0.65	54.21	8.93	7.87	13.89	19.87	120.1	34	8365540	7967191	398349	4.8	37950.05	725025
2004	4	9.91	6351.98	7.68	5750.86	1	0	1.731	0	94.16	56.59	86.68	67.9	77.31	7.41	0	0	0	3.06	1.18	0.35	55.65	8.94	7.65	13.91	19.76	83.48	62.76	8387772	7990041	397731	4.7	37950.05	725025
2004	5	8.95	7459.06	7.59	6322.27	2.15	0	7.477	0	95.4	68.7	90.83	73.55	82.18	21.82	0	0	0	10.47	4.65	2.59	64.8	9.09	7.68	13.23	18.61	5.7	225.46	8409777	8013924	395853	4.7	37950.05	725025
2004	6	8.86	9938.63	7.53	6954.98	2.31	0	7.525	0	95.79	69.78	90.82	74.26	82.53	22.53	0.058823529	0	0	10.94	4.71	2.24	71.6	9.08	5.87	13.31	20.78	0.02	342.72	8431799	8038543	393256	4.7	37950.05	725025
2004	7	8.93	10969.15	7.42	7388.21	2.65	0	11.261	0	94.1	70.09	89.88	74.49	82.18	18.71	0	0	0	13.59	7.53	3.76	72.18	8.67	5.24	12.16	19.82	0	373.78	8454515	8063806	390709	4.6	37950.05	725025
2004	8	8.93	10181.57	7.49	7116.82	4.3	0	13.243	0	92.82	69	87.58	74.36	80.96	9.29	0	0	0	10.76	5.53	3.53	72.64	8.75	5.32	12.49	20.58	0	350.46	8478220	8089798	388422	4.6	37950.05	725025
2004	9	8.99	9558.1	7.6	6765.18	1.17	0	2.682	0	90.09	54.56	84.1	67.61	75.89	1.76	0	0	0	5.06	1.71	0.59	71.27	8.69	9.56	15.91	23.37	0.05	306.59	8501703	8115695	386008	4.5	37950.05	725025
2004	10	9	8822.33	7.64	6669.4	0.89	0	2.103	0	86.54	46.92	78.59	60.11	69.36	0.18	0	0	0	4	1.35	0.35	65.81	8.62	6.13	11.58	18.09	9.57	183.99	8523771	8140931	382840	4.5	37950.05	725025
2004	11	9.12	7321.91	7.61	6346.71	1.23	0	2.324	0	82.34	34.77	69.86	50.39	60.14	0	0	0	2	3.35	1.29	0.76	59.13	9.08	6.98	12.42	18.92	89.54	69.02	8544149	8166083	378066	4.4	37950.05	725025
2004	12	8.87	7776.42	7.83	6461.04	1.23	0	1.815	0	81.18	32.24	71.46	52.16	61.78	0	0	0	2	2.65	1.18	0.53	49.93	8.94	7.14	12.75	19.55	323.57	21.67	8564423	8192716	371707	4.3	37950.05	725025
2005	1	9.21	8226.31	7.92	5845.42	1.42	0	2.321	0	81.11	38.46	72.61	52.71	62.65	0	0	0	0.47	3.24	1.29	0.71	51.98	8.54	7.22	12.79	19.13	278.68	15.62	8585801	8222071	363730	4.2	39338.1	773322
2005	2	9.38	7352.63	8.08	5512.91	2.23	0	5.47	0	86.65	41	74.34	55.01	64.69	0.29	0	0	0.35	7.47	3.35	1.76	51.69	8.42	7.11	12.8	18.67	225.12	8.86	8608744	8254312	354432	4.1	39338.1	773322
2005	3	9.55	6920.88	8.19	5651.48	1.89	0	4.886	0	86.48	47.16	78.74	57.76	68.24	0.06	0	0	0	5.12	2.41	1.59	52.99	8.47	7.4	13.85	20.56	204.7	40.09	8634203	8289886	344317	4	39338.1	773322
2005	4	9.66	6570.27	8.19	5822.66	1.66	0	4.345	NA	92.81	56.92	84.44	66.49	75.48	4.59	0	0	0	6.29	3.24	1.47	54.68	9.16	8.04	14.49	20.18	81.96	45.76	8663272	8329149	334123	3.9	39338.1	773322
2005	5	9.64	7002.83	8.18	6149.53	2.89	0	12.624	0	93.21	68.77	87.34	73.33	80.35	7.82	0	0	0	15	8.53	4.18	63.81	8.72	6.53	12.59	18.8	10.94	178.86	8695190	8371173	324017	3.7	39338.1	773322
2005	6	9.56	9084.64	8.07	6758.87	1.98	0	5.968	0	96.43	71.59	91.45	76.36	83.92	24.12	0	0	0	9	3.82	1.53	71.55	8.68	6.4	13.23	20.87	0	298.68	8726824	8411709	315115	3.6	39338.1	773322
2005	7	9.58	10732.04	7.99	7421.56	2.05	0	7.231	0	95.72	71.83	91.8	76.25	84.04	26.35	0	0	0	11.41	4.29	1.88	73.45	8.7	6.26	12.66	20.8	0.06	410.84	8754904	8446384	308520	3.5	39338.1	773322
2005	8	9.66	11103.16	8.12	7365.56	1.81	0	5.372	0	94.75	68.74	90.02	73.9	81.93	17.94	0	0	0	6.88	3.59	1.65	73.54	8.72	5.42	12.32	21.09	0	408.01	8777740	8473795	303945	3.5	39338.1	773322
2005	9	9.69	10949.65	8.14	7443.75	1.8	0	5.676	0	91.17	47.33	83.55	67.16	75.36	3.88	0	0	0	7.88	3.41	1.82	70.49	8.39	6.68	12.4	19.19	0.02	338.95	8795704	8495150	300554	3.4	39338.1	773322
2005	10	9.8	9170.14	8.27	6875.16	1.23	0	2.888	0	85.85	43.94	78.72	60.22	69.45	0.12	0	0	0.12	4.06	2.06	0.94	63.57	8.65	7.3	12.8	19.74	56.35	194.12	8810656	8513684	296972	3.4	39338.1	773322
2005	11	9.91	6899.11	8.46	5960.6	1.35	0	2.716	0	80.36	38.06	69.7	50.03	59.86	0	0	0	0.88	4.59	1.29	0.71	58.52	8.77	7.06	12.35	18.72	91.54	65.64	8824665	8531999	292666	3.3	39338.1	773322
2005	12	9.81	7572.01	8.31	6102.52	0.96	0	1.543	0	82.15	35.41	72.89	52.63	62.76	0	0	0	0.94	2.76	0.59	0.29	49.16	8.81	6.73	12.07	18.33	326.97	12.15	8839363	8551488	287875	3.3	39338.1	773322
2006	1	11.04	8070.41	9.71	5822.8	2.23	0	3.82	0	82.95	31.13	71.13	49.29	60.22	0	0	0	1.94	4.06	2.18	1.29	51.36	8.74	7.47	13.34	19.51	241.8	17.33	8857207	8573792	283415	3.2	40971.13	800215
2006	2	11.15	7030.7	10	5451.99	0.36	0	0.413	0	87.48	42	77.46	55.42	66.43	0.29	0	0	0.24	0.82	0.24	0.12	48.28	8.69	7.13	13.22	19.04	276.59	11.06	8879126	8598835	280291	3.2	40971.13	800215
2006	3	11.2	6707.48	9.98	5576.41	0.82	0	1.44	0	90.57	53.46	83.99	63.39	73.7	3.29	0	0	0	2.29	1	0.41	52.01	8.98	8	14.05	18.72	142.13	35.81	8904085	8624777	279308	3.1	40971.13	800215
2006	4	11.3	6891.36	9.96	5902.71	1.58	0	3.17	0	94.71	56.62	87.08	66.41	76.72	10.59	0	0	0	4.59	1.82	0.82	59.85	8.84	8.08	14.26	19.34	16.9	118.49	8930148	8649505	280643	3.1	40971.13	800215
2006	5	11.31	7961.8	9.91	6392.15	2.28	0	6.255	0	95.59	65.64	89.71	72.56	81.14	17.41	0	0	0	8	3.65	1.88	62.79	8.79	6.82	13.22	18.29	5.19	208.84	8956067	8672637	283430	3.2	40971.13	800215
2006	6	11.39	9699.61	9.9	6958.12	1.86	0	6.894	0	94.71	69.01	90.58	74.22	82.4	19.71	0	0	0	10.59	4.65	2.06	69.03	8.64	6.83	13.92	19.66	0	325.6	8980865	8694097	286768	3.2	40971.13	800215
2006	7	11.4	10531.15	9.85	7198.2	2.03	0	7.066	0	96.38	70.38	91.42	74.95	83.19	23.94	0	0	0	10.35	4.88	2	71.48	9.07	5.99	13.47	19.83	0	371.81	9005742	8715851	289891	3.2	40971.13	800215
2006	8	11.47	11106.77	9.95	7340.23	2.31	0	7.512	0	93.04	63.06	88.8	72.08	80.42	13.18	0	0	0	8.65	4.59	2.35	72.09	9.08	5.76	12.97	19.71	0	391.43	9031648	8738246	293402	3.2	40971.13	800215
2006	9	11.47	10297.72	9.9	7237.08	1.11	0	1.977	0	91.35	47.59	84	64.06	74.04	4.59	0	0	0	3.29	1.12	0.65	69.13	8.99	5.42	11.75	18.33	2.98	299.67	9057913	8760229	297684	3.3	40971.13	800215
2006	10	11.45	8668.23	9.96	6695.51	1.08	0	2.078	0	85.48	40.25	75.05	56.01	65.52	0.06	0	0	0	3.12	1.35	0.65	61.16	9.13	6.55	11.66	17.62	42.46	177.61	9083590	8781154	302436	3.3	40971.13	800215
2006	11	11.41	7215.6	9.95	6249.16	2.06	0	3.949	0	82.76	40.94	75.06	58.17	66.61	0	0	0	1.06	4.41	2.35	1.12	54.41	9.11	7.25	12.68	18.77	175.62	45.35	9106522	8798869	307653	3.4	40971.13	800215
2006	12	11.19	7402.83	9.86	6085.66	0.71	0	2.107	0	82.63	36.66	72.15	54.66	63.42	0	0	0	1.12	4.71	1.18	0.29	56.55	8.84	7.25	12.43	18.78	167	47.95	9124052	8810905	313147	3.4	40971.13	800215
2007	1	11.06	7773.17	9.63	6180.64	1.56	0	2.658	0	83.61	32.72	70.76	49.62	60.19	0	0	0	1.76	3.82	1.41	0.71	52.72	9.13	7.05	12.46	18.46	240.48	37.64	9134930	8815739	319191	3.5	41137.5	803690
2007	2	10.99	7519.27	9.85	5493.3	0.81	0	1.419	0	86.94	41.84	78.31	57.53	67.94	0.12	0	0	0.35	2.71	0.82	0.35	47.95	8.99	6.9	12.8	19	284.63	13.65	9140493	8814183	326310	3.6	41137.5	803690
2007	3	11.16	6889.21	9.9	5588.23	1.04	0	2.078	0	90.27	45	80.36	59.12	69.74	1.35	0	0	0.06	3.88	1.29	0.53	53.72	9.13	7.76	13.57	19.2	117.93	43.02	9142170	8807636	334534	3.7	41137.5	803690
2007	4	11.23	6686.95	9.88	5795.5	0.73	0	1.733	0	91.52	55.87	85.7	65.85	75.78	5.18	0	0	0	3.06	1.35	0.41	54.71	9.32	7.65	13.63	19.5	78.15	79.07	9142003	8798066	343937	3.8	41137.5	803690
2007	5	11.18	7538.14	9.75	6213.31	2.35	0	7.349	0	96.11	64.93	89.22	71.92	80.56	14.47	0	0	0	8.82	4.29	2.24	61.23	8.7	8.03	14.07	20.26	3.04	180.93	9141715	8786829	354886	3.9	41137.5	803690
2007	6	11.23	8925.34	9.72	6670.16	2.43	0	8.853	0	95.36	70.23	91.1	74.7	82.92	24	0	0	0	12.06	5.76	3.06	69.64	9.15	6.29	13.18	20.4	0.07	299.96	9142613	8775500	367113	4	41137.5	803690
2007	7	11.29	10439.66	9.67	7054.37	2	0	5.348	0	97.19	71.89	92.44	75.97	84.23	26.71	0	0	0	7.47	3.18	1.82	71.84	9.33	5.01	12.42	20.16	0	374.99	9145503	8765230	380273	4.2	41137.5	803690
2007	8	11.28	11222.56	9.68	7310.01	1.95	0	6.538	0	93.92	68.23	89.38	73.35	81.34	16.41	0	0	0	10.17	4.5	1.89	72.87	9.04	5.13	11.6	18.85	0	421.87	9151161	8757015	394146	4.3	41137.5	803690
2007	9	11.3	10831.05	9.62	7363.32	2.43	0	6.87	0	91.18	61.23	85.04	70.75	77.88	4.41	0	0	0	9.56	4.39	1.83	71.06	9.4	6.12	12.97	19.95	0	318.04	9159913	8751836	408077	4.5	41137.5	803690
2007	10	11.31	9122.99	9.77	6833.87	0.79	0	1.373	0	83.76	43.1	76.99	56.89	66.96	0	0	0	0.47	2.5	0.94	0.39	67.53	9.39	7.63	13.17	20.02	19.52	239.63	9170550	8748573	421977	4.6	41137.5	803690
2007	11	11.34	7399.71	9.86	6309.39	0.96	0	1.883	0	83.51	39.57	76	56.99	66.5	0	0	0	0.59	3.22	0.89	0.44	55.42	9.31	6.38	11.64	18.15	141.07	44.01	9181161	8745698	435463	4.7	41137.5	803690
2007	12	11.19	7235.6	9.68	6097.92	1.13	0	2.881	0	80.76	30.41	70.16	50.59	60.37	0	0	0	2.47	5.39	2	0.72	57.23	8.74	5.76	11.08	17.84	169.07	43.94	9190512	8741669	448843	4.9	41137.5	803690
